Date,Open,High,Low,Close,Adj Close,Volume
2021-03-16,106.639999,106.800003,104.559998,105.199997,105.120003,9307025
2021-03-17,105.599998,108.879997,105.040001,108.879997,108.797203,9903388
2021-03-18,108.720001,109.519997,105.519997,106.000000,105.919395,7970138
2021-03-19,105.599998,106.800003,103.839996,105.760002,105.679581,8559000
2021-03-22,105.279999,105.919998,103.440002,105.040001,104.960121,6598638
2021-03-23,103.680000,105.440002,100.400002,101.279999,101.202980,8206888
2021-03-24,102.080002,104.160004,100.000000,100.000000,99.923958,7759188
2021-03-25,99.199997,103.440002,97.839996,102.800003,102.721832,9173988
2021-03-26,103.599998,105.040001,101.680000,103.919998,103.840973,7565588
2021-03-29,103.360001,104.400002,102.239998,103.599998,103.521217,6720363
2021-03-30,103.839996,106.879997,103.199997,106.400002,106.319092,6615638
2021-03-31,107.040001,107.440002,105.040001,105.040001,104.960121,7823250
2021-04-01,105.839996,106.879997,105.199997,106.239998,106.159210,7397975
2021-04-05,107.760002,108.559998,106.959999,107.680000,107.598114,6342363
2021-04-06,107.680000,108.000000,106.959999,107.199997,107.118477,5006525
2021-04-07,107.199997,108.239998,106.080002,107.120003,107.038544,5220675
2021-04-08,106.080002,108.000000,104.720001,107.599998,107.518173,6864875
2021-04-09,108.000000,110.639999,107.360001,108.800003,108.717270,7905750
2021-04-12,108.879997,109.440002,107.760002,108.720001,108.637329,5259625
2021-04-13,108.080002,108.320000,106.080002,107.519997,107.438232,6402975
2021-04-14,107.440002,110.320000,107.360001,109.440002,109.356781,8079875
2021-04-15,109.839996,110.000000,107.519997,108.400002,108.317574,6360225
2021-04-16,109.040001,109.440002,106.800003,107.120003,107.038544,6253050
2021-04-19,106.559998,107.760002,105.360001,107.680000,107.598114,5609475
2021-04-20,107.279999,107.279999,103.199997,104.480003,104.400551,7682088
2021-04-21,103.440002,107.040001,102.160004,106.800003,106.718788,6201013
2021-04-22,106.800003,109.440002,106.239998,107.279999,107.198418,6575975
2021-04-23,108.000000,108.879997,106.879997,108.400002,108.317574,5829763
2021-04-26,109.040001,112.000000,108.400002,108.559998,108.477448,11722363
2021-04-27,108.000000,108.320000,103.279999,107.919998,107.837929,18721875
2021-04-28,106.639999,106.800003,105.199997,105.599998,105.519699,8261925
2021-04-29,105.440002,106.320000,104.639999,105.680000,105.599640,6894700
2021-04-30,105.279999,106.800003,104.639999,104.959999,104.880180,6237438
2021-05-03,105.919998,108.239998,105.360001,107.599998,107.518173,7934063
2021-05-04,106.720001,107.120003,104.559998,104.959999,104.880180,9692275
2021-05-05,105.279999,106.320000,104.720001,105.680000,105.599640,6958038
2021-05-06,105.760002,106.480003,104.239998,105.680000,105.599640,7847150
2021-05-07,105.279999,106.720001,104.559998,106.400002,106.319092,6735088
2021-05-10,106.480003,108.639999,106.400002,106.800003,106.718788,8195250
2021-05-11,105.519997,106.320000,103.519997,104.720001,104.640366,8501525
2021-05-12,104.639999,105.040001,102.160004,102.559998,102.482010,8856213
2021-05-13,102.400002,104.320000,101.760002,103.760002,103.681099,8197850
2021-05-14,104.959999,106.400002,104.239998,106.080002,105.999336,6334675
2021-05-17,105.839996,106.720001,104.959999,105.199997,105.120003,9542238
2021-05-18,105.440002,106.160004,103.760002,103.760002,103.681099,6115788
2021-05-19,103.199997,104.800003,102.320000,104.720001,104.640366,7427025
2021-05-20,104.720001,104.879997,103.360001,104.480003,104.400551,5809338
2021-05-21,104.879997,106.239998,104.400002,105.839996,105.759514,6665013
2021-05-24,106.320000,106.480003,104.959999,105.440002,105.359825,4876600
2021-05-25,105.599998,106.320000,104.800003,104.959999,104.880180,5916213
2021-05-26,104.959999,107.440002,104.320000,107.199997,107.118477,7533713
2021-05-27,108.800003,115.199997,108.720001,114.800003,114.712708,23073575
2021-05-28,114.320000,114.720001,112.239998,112.480003,112.394470,9071488
2021-06-01,113.839996,114.720001,112.800003,113.199997,113.113914,6284613
2021-06-02,113.440002,113.440002,112.080002,112.720001,112.634285,4992100
2021-06-03,111.919998,114.959999,111.519997,112.720001,112.634285,7895475
2021-06-04,113.279999,113.599998,110.879997,111.680000,111.595078,8008900
2021-06-07,112.000000,112.559998,110.879997,111.279999,111.195381,4668638
2021-06-08,111.760002,111.919998,109.760002,111.199997,111.115433,5515250
2021-06-09,110.160004,110.480003,109.360001,109.839996,109.756470,6970963
2021-06-10,110.480003,110.959999,108.720001,109.040001,108.957085,6229850
2021-06-11,109.199997,110.239998,108.559998,109.519997,109.436714,5295663
2021-06-14,110.239998,110.639999,107.279999,107.760002,107.678055,5678225
2021-06-15,107.599998,108.559998,106.480003,108.320000,108.237633,4753238
2021-06-16,108.000000,109.199997,106.320000,107.519997,107.438232,8766413
2021-06-17,107.279999,108.080002,103.279999,104.000000,103.920914,9626675
2021-06-18,102.720001,104.160004,102.000000,102.239998,102.162254,10258088
2021-06-21,103.120003,105.519997,102.879997,105.519997,105.439758,6744263
2021-06-22,104.959999,105.599998,103.519997,104.239998,104.160728,4783575
2021-06-23,104.160004,105.519997,103.519997,103.599998,103.521217,5459688
2021-06-24,104.480003,105.599998,103.360001,105.199997,105.120003,5977550
2021-06-25,105.279999,105.919998,104.800003,105.279999,105.279999,4264450
2021-06-28,105.279999,105.360001,102.320000,103.120003,103.120003,7723450
2021-06-29,104.480003,105.839996,103.680000,104.720001,104.720001,8649650
2021-06-30,105.199997,108.239998,104.400002,107.680000,107.680000,8568975
2021-07-01,108.639999,109.040001,106.879997,107.839996,107.839996,5836638
2021-07-02,108.320000,108.320000,106.480003,106.879997,106.879997,4144988
2021-07-06,106.239998,106.559998,102.559998,103.360001,103.360001,8829850
2021-07-07,103.040001,104.639999,101.919998,103.839996,103.839996,7632563
2021-07-08,101.839996,103.519997,100.879997,102.959999,102.959999,6727850
2021-07-09,104.080002,105.519997,103.519997,105.279999,105.279999,5165288
2021-07-12,104.480003,105.120003,103.199997,104.879997,104.879997,6969838
2021-07-13,104.720001,104.720001,103.040001,103.120003,103.120003,4926450
2021-07-14,103.040001,103.839996,101.760002,102.480003,102.480003,5588738
2021-07-15,101.519997,103.360001,100.559998,102.080002,102.080002,6423850
2021-07-16,102.400002,102.959999,100.160004,100.400002,100.400002,5695475
2021-07-19,97.519997,97.919998,94.559998,96.000000,96.000000,12362150
2021-07-20,96.080002,101.919998,95.919998,101.599998,101.599998,9390363
2021-07-21,102.320000,104.879997,102.160004,104.639999,104.639999,8440725
2021-07-22,104.400002,104.480003,101.599998,101.599998,101.599998,5427875
2021-07-23,102.400002,103.040001,101.040001,101.680000,101.680000,4722413
2021-07-26,101.279999,103.519997,101.040001,103.360001,103.360001,6728613
2021-07-27,106.639999,107.760002,102.400002,104.639999,104.639999,14930538
2021-07-28,105.199997,107.839996,104.320000,105.040001,105.040001,8571038
2021-07-29,105.519997,107.040001,104.720001,106.320000,106.320000,6784563
2021-07-30,105.279999,105.760002,103.360001,103.599998,103.599998,7507838
2021-08-02,104.480003,107.209999,100.430000,100.599998,100.599998,24885500
2021-08-03,100.199997,103.199997,98.110001,103.059998,103.059998,14440000
2021-08-04,101.809998,103.449997,101.459999,102.910004,102.910004,14144300
2021-08-05,103.000000,104.639999,102.519997,103.019997,103.019997,8130800
2021-08-06,103.360001,105.260002,103.360001,104.519997,104.519997,10984300
2021-08-09,103.559998,104.269997,102.029999,103.709999,103.709999,7954700
2021-08-10,103.809998,106.330002,103.199997,106.080002,106.080002,8056100
2021-08-11,106.209999,106.209999,103.820000,106.040001,106.040001,8305100
2021-08-12,106.190002,107.230003,105.239998,106.519997,106.519997,6398700
2021-08-13,106.500000,106.620003,104.580002,104.919998,104.919998,5617100
2021-08-16,104.230003,104.300003,102.239998,103.349998,103.349998,6916200
2021-08-17,102.540001,103.269997,100.360001,101.620003,101.620003,8177400
2021-08-18,101.080002,103.470001,100.760002,101.410004,101.410004,6496500
2021-08-19,100.000000,100.820000,98.599998,99.419998,99.419998,10805700
2021-08-20,99.589996,100.669998,99.099998,100.050003,100.050003,6355700
2021-08-23,100.599998,101.480003,100.269997,100.970001,100.970001,6007400
2021-08-24,101.290001,103.510002,101.059998,103.269997,103.269997,6857700
2021-08-25,103.360001,105.129997,102.550003,104.699997,104.699997,7867100
2021-08-26,104.459999,104.620003,102.839996,103.379997,103.379997,8166500
2021-08-27,103.900002,106.150002,103.900002,106.089996,106.089996,7766400
2021-08-30,106.330002,106.459999,104.800003,105.190002,105.190002,7145700
2021-08-31,104.940002,106.360001,104.459999,105.410004,105.410004,10990800
